product_key,product_id,product_name,category,sub_category,first_order_date,last_order_date,total_order_lines,total_orders,distinct_customers,total_sales,total_quantity,total_profit,average_line_discount,comparable_average_unit_sales,comparable_profit_margin_percentage,unknown_sales_lines,unknown_quantity_lines,unknown_profit_lines,loss_making_lines
1082,OFF-PA-10000673,"Post-it “Important Message” Note Pad  Neon Colors  50 Sheets/Pad","Office Supplies",Paper,2026-09-18,2026-10-13,2,2,2,62.608000,9,28.537600,0.100000,6.9564444444,45.5813953488,0,0,0,0
1083,OFF-PA-10000675,"Xerox 1919","Office Supplies",Paper,2023-03-21,2026-11-24,9,9,9,1565.818000,40,705.847800,0.044444,39.1454500000,47.0491803279,0,0,1,0
1084,OFF-PA-10000682,"Xerox 1924","Office Supplies",Paper,2023-09-17,2026-06-01,4,4,4,36.992000,12,24.738400,0.150000,4.6240000000,36.2500000000,1,0,0,0
1085,OFF-PA-10000697,"TOPS Voice Message Log Book  Flash Format","Office Supplies",Paper,2025-05-15,2026-06-12,3,3,3,30.464000,12,20.372800,0.133333,3.8080000000,36.2500000000,1,0,0,0
1086,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter  8 1/2" x 7"","Office Supplies",Paper,2024-11-13,2026-05-04,6,6,4,219.144000,27,59.270800,0.066667,8.1164444444,38.1471803519,0,0,1,0
1087,OFF-PA-10000740,"Xerox 1982","Office Supplies",Paper,2025-10-15,2026-06-19,3,3,3,237.536000,170,89.532800,0.066667,1.3972705882,37.6923076923,0,0,0,0
1088,OFF-PA-10000743,"Xerox 1977","Office Supplies",Paper,2024-03-28,2026-07-20,6,6,6,130.928000,20,61.456000,0.033333,6.5464000000,46.9387755102,0,0,0,0
1089,OFF-PA-10000788,"Xerox 210","Office Supplies",Paper,2023-09-09,2026-12-10,6,6,6,95.904000,18,35.251200,0.166667,5.3280000000,36.7567567568,0,0,0,0
1090,OFF-PA-10000791,"Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  200 Sets per Book","Office Supplies",Paper,2024-02-08,2026-11-02,6,6,6,115.434000,26,37.683000,0.066667,4.4397692308,44.3820224719,0,0,1,0
1091,OFF-PA-10000806,"Xerox 1934","Office Supplies",Paper,2023-08-04,2026-03-04,5,5,5,817.308000,652,526.212000,0.040000,1.2632272025,47.6027397260,1,0,0,0
1092,OFF-PA-10000807,"TOPS "Important Message" Pads  Canary  4-1/4 x 5-1/2  50 Sheets per Pad","Office Supplies",Paper,2025-04-12,2026-09-20,3,3,3,70.192000,14,31.629200,0.066667,4.2800000000,45.0609756098,0,1,0,0
1093,OFF-PA-10000809,"Xerox 206","Office Supplies",Paper,2024-08-23,2026-06-03,5,5,4,60.912000,11,14.515200,0.160000,5.5374545455,35.0000000000,0,0,1,0
1094,OFF-PA-10000859,"Unpadded Memo Slips","Office Supplies",Paper,2026-03-27,2026-09-09,2,2,2,11.940000,5,8.358000,0.100000,3.9800000000,50.0000000000,1,0,0,0
1095,OFF-PA-10000919,"Xerox 1918","Office Supplies",Paper,2023-03-17,2023-03-17,1,1,1,NULL,4,75.969600,0.000000,NULL,NULL,1,0,0,0
1096,OFF-PA-10000955,"Southworth 25% Cotton Granite Paper & Envelopes","Office Supplies",Paper,2023-01-06,2025-11-20,3,3,3,31.392000,7,8.109600,0.133333,5.2320000000,32.5000000000,1,0,1,0
1097,OFF-PA-10000994,"Xerox 1915","Office Supplies",Paper,2024-09-13,2026-12-29,9,9,9,2789.010000,28,1144.962000,0.044444,99.6075000000,46.6666666667,0,0,1,0
1098,OFF-PA-10001001,"Snap-A-Way Black Print Carbonless Speed Message  No Reply Area  Duplicate","Office Supplies",Paper,2025-05-05,2025-05-05,1,1,1,93.248000,4,31.471200,0.200000,23.3120000000,33.7500000000,0,0,0,0
1099,OFF-PA-10001019,"Xerox 1884","Office Supplies",Paper,2023-08-03,2026-12-09,8,8,8,543.456000,32,204.595200,0.100000,16.9830000000,37.6470588235,0,0,0,0
1100,OFF-PA-10001033,"Xerox 1893","Office Supplies",Paper,2023-11-11,2026-11-01,11,11,11,1434.650000,39,619.358900,0.090909,36.7858974359,43.1714285714,0,0,0,0
1101,OFF-PA-10001125,"Xerox 1988","Office Supplies",Paper,2023-08-23,2026-09-14,9,9,8,1102.888000,41,404.289000,0.111111,26.8997073171,36.6573033708,0,0,0,0
1102,OFF-PA-10001144,"Xerox 1913","Office Supplies",Paper,2023-06-30,2026-12-21,5,5,5,865.488000,17,375.044800,0.040000,50.9110588235,43.3333333333,0,0,0,0
1103,OFF-PA-10001166,"Xerox 2","Office Supplies",Paper,2023-06-20,2026-05-27,9,9,8,137.376000,25,47.692800,0.155556,5.4950400000,39.1489361702,0,0,1,0
1104,OFF-PA-10001166-1,"Xerox 1932","Office Supplies",Paper,2024-12-11,2024-12-11,1,1,1,85.056000,3,28.706400,0.200000,28.3520000000,33.7500000000,0,0,0,0
1105,OFF-PA-10001184,"Xerox 1903","Office Supplies",Paper,2023-10-14,2026-02-13,6,6,6,77.740000,261,65.540800,0.033333,0.3109600000,49.0000000000,3,0,0,0
1106,OFF-PA-10001204,"Xerox 1972","Office Supplies",Paper,2023-01-30,2026-11-21,5,5,5,46.464000,10,12.672000,0.120000,4.6464000000,35.2941176471,0,0,1,0
1107,OFF-PA-10001215,"Xerox 1963","Office Supplies",Paper,2023-03-14,2026-11-03,3,3,3,77.088000,175,27.720000,0.133333,0.4405028571,35.9589041096,0,0,0,0
1108,OFF-PA-10001243,"Xerox 1983","Office Supplies",Paper,2023-12-27,2025-03-28,2,2,2,29.900000,5,11.720800,0.000000,5.9800000000,49.0000000000,0,0,1,0
1109,OFF-PA-10001246,"Xerox 215","Office Supplies",Paper,2025-11-27,2026-06-16,2,2,2,45.360000,7,21.772800,0.000000,6.4800000000,48.0000000000,0,0,0,0
1110,OFF-PA-10001260,"TOPS Money Receipt Book  Consecutively Numbered in Red ","Office Supplies",Paper,2025-05-09,2026-01-16,2,2,2,88.110000,11,39.649500,0.000000,8.0100000000,45.0000000000,0,0,0,0
1111,OFF-PA-10001274,"Loose Memo Sheets","Office Supplies",Paper,2024-11-07,2024-11-26,2,2,2,18.250000,5,8.577500,0.000000,3.6500000000,47.0000000000,0,0,0,0
1112,OFF-PA-10001281,"Computer Printout Paper with Letter-Trim Fine Perforations","Office Supplies",Paper,2026-04-09,2026-04-09,1,1,1,191.600000,4,91.968000,0.000000,47.9000000000,48.0000000000,0,0,0,0
1113,OFF-PA-10001289,"White Computer Printout Paper by Universal","Office Supplies",Paper,2023-08-03,2026-08-27,8,8,8,1201.560000,35,547.678800,0.100000,34.3302857143,42.4193548387,1,1,0,0
1114,OFF-PA-10001293,"Xerox 1946","Office Supplies",Paper,2024-10-04,2026-12-09,3,3,3,79.056000,13,27.993600,0.066667,6.0812307692,48.0000000000,0,0,1,0
1115,OFF-PA-10001295,"Computer Printout Paper with Letter-Trim Perforations","Office Supplies",Paper,2023-12-23,2026-10-06,7,7,7,299.726000,261,169.212400,0.085714,1.1800236220,44.0506329114,1,0,0,0
1116,OFF-PA-10001307,"Important Message Pads  50 4-1/4 x 5-1/2 Forms per Pad","Office Supplies",Paper,2024-07-03,2026-03-03,4,4,4,54.600000,15,22.470000,0.100000,3.6400000000,41.1538461538,0,0,0,0
1117,OFF-PA-10001357,"Xerox 1886","Office Supplies",Paper,2024-08-09,2026-10-06,5,5,5,651.440000,12,302.728000,0.040000,47.9000000000,46.4705882353,0,1,0,0
1118,OFF-PA-10001363,"Xerox 1933","Office Supplies",Paper,2023-05-05,2026-11-16,5,5,5,294.720000,24,138.518400,0.000000,12.2800000000,47.0000000000,0,0,0,0
1119,OFF-PA-10001450,"Rediform S.O.S. Phone Message Books","Office Supplies",Paper,2024-09-18,2024-09-18,1,1,1,19.920000,4,NULL,0.000000,4.9800000000,NULL,0,0,1,0
1120,OFF-PA-10001457,"White GlueTop Scratch Pads","Office Supplies",Paper,2023-09-28,2023-12-13,2,2,2,186.496000,14,72.793600,0.100000,13.3211428571,39.0322580645,0,0,0,0
1121,OFF-PA-10001461,"HP Office Paper (20Lb. and 87 Bright)","Office Supplies",Paper,2025-07-16,2026-08-28,2,2,2,26.720000,14,38.209600,0.100000,5.3440000000,35.0000000000,1,0,0,0
1122,OFF-PA-10001471,"Strathmore Photo Frame Cards","Office Supplies",Paper,2023-05-25,2025-12-14,4,4,4,116.960000,16,53.801600,0.000000,7.3100000000,46.0000000000,0,0,0,0
1123,OFF-PA-10001497,"Xerox 1914","Office Supplies",Paper,2024-10-26,2026-07-09,5,5,5,956.304000,19,423.741600,0.080000,50.3317894737,44.3103448276,0,0,0,0
1124,OFF-PA-10001509,"Recycled Desk Saver Line "While You Were Out" Book  5 1/2" X 4"","Office Supplies",Paper,2023-11-09,2026-12-26,5,5,5,268.500000,30,123.510000,0.000000,8.9500000000,46.0000000000,0,0,0,0
1125,OFF-PA-10001526,"Xerox 1949","Office Supplies",Paper,2023-05-18,2026-05-19,8,8,8,91.632000,26,43.425600,0.150000,3.9840000000,36.2500000000,3,1,0,0
1126,OFF-PA-10001534,"Xerox 230","Office Supplies",Paper,2025-06-06,2026-06-20,5,5,5,81.648000,21,50.803200,0.190000,5.8320000000,43.9215686275,2,0,1,0
1127,OFF-PA-10001560,"Adams Telephone Message Books  5 1/4” x 11”","Office Supplies",Paper,2023-05-21,2026-11-04,5,5,5,80.936000,8,32.918000,0.160000,4.8320000000,40.6716417910,0,1,0,0
1128,OFF-PA-10001569,"Xerox 232","Office Supplies",Paper,2023-04-19,2025-09-24,4,4,4,110.160000,19,56.505600,0.050000,6.4800000000,48.0000000000,1,0,0,0
1129,OFF-PA-10001583,"1/4 Fold Party Design Invitations & White Envelopes  24 8-1/2" X 11" Cards  25 Env./Pack","Office Supplies",Paper,2023-11-19,2024-11-23,2,2,2,49.980000,7,22.711500,0.275000,7.1400000000,45.4411764706,0,0,0,0
1130,OFF-PA-10001593,"Xerox 1947","Office Supplies",Paper,2023-04-02,2026-12-01,5,5,5,136.344000,25,54.119000,0.080000,5.4537600000,39.6929824561,0,0,0,0
1131,OFF-PA-10001609,"Tops Wirebound Message Log Books","Office Supplies",Paper,2023-11-21,2025-11-24,6,6,6,73.696000,25,25.859400,0.066667,2.9478400000,40.9375000000,0,0,1,0
1132,OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book  6" x 9" Assorted Colors  Gregg Ruled","Office Supplies",Paper,2023-05-30,2026-06-26,4,4,4,38.136000,9,15.663000,0.050000,4.2373333333,41.0714285714,0,0,0,0
1133,OFF-PA-10001639,"Xerox 203","Office Supplies",Paper,2023-08-17,2026-09-18,6,6,6,143.856000,24,62.985600,0.066667,5.9940000000,43.7837837838,0,0,0,0
1134,OFF-PA-10001661,"Xerox 1922","Office Supplies",Paper,2024-06-18,2024-06-18,1,1,1,11.952000,3,4.332600,0.200000,3.9840000000,36.2500000000,0,0,0,0
1135,OFF-PA-10001667,"Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)","Office Supplies",Paper,2023-08-09,2026-10-20,8,8,8,169.832000,32,64.584000,0.075000,5.3072500000,38.0281690141,0,0,0,0
1136,OFF-PA-10001685,"Easy-staple paper","Office Supplies",Paper,2023-06-04,2026-10-27,5,5,5,257.556000,29,107.585400,0.120000,8.8812413793,41.7716535433,0,0,0,0
1137,OFF-PA-10001712,"Xerox 1948","Office Supplies",Paper,2023-05-30,2026-04-12,3,3,3,149.850000,15,67.432500,0.000000,9.9900000000,45.0000000000,0,0,0,0
1138,OFF-PA-10001725,"Xerox 1892","Office Supplies",Paper,2023-06-17,2025-11-03,2,2,2,62.016000,5,79.458000,0.100000,31.0080000000,36.2500000000,1,0,0,0
1139,OFF-PA-10001736,"Xerox 1880","Office Supplies",Paper,2024-03-29,2026-05-15,5,5,4,623.744000,18,266.508800,0.040000,34.6524444444,47.0000000000,0,0,1,0
1140,OFF-PA-10001745,"Wirebound Message Books  2 7/8" x 5"  3 Forms per Page","Office Supplies",Paper,2025-06-20,2026-12-17,3,3,3,108.416000,17,28.441600,0.066667,6.3774117647,38.8461538462,0,0,1,0
1141,OFF-PA-10001752,"Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)","Office Supplies",Paper,2023-11-22,2026-08-04,3,3,3,24.900000,7,15.089400,0.066667,4.9800000000,49.0000000000,1,0,0,0
1142,OFF-PA-10001763,"Xerox 1896","Office Supplies",Paper,2024-07-11,2025-11-12,2,2,2,49.950000,5,22.477500,0.000000,9.9900000000,45.0000000000,0,0,0,0
1143,OFF-PA-10001776,"Wirebound Message Books  Four 2 3/4" x 5" Forms per Page  600 Sets per Book","Office Supplies",Paper,2023-11-11,2026-08-11,9,9,9,246.582000,28,109.015200,0.044444,8.8065000000,44.2105263158,0,0,0,0
1144,OFF-PA-10001790,"Xerox 1910","Office Supplies",Paper,2024-11-13,2026-08-25,5,5,5,586.088000,14,167.179200,0.190000,41.8634285714,37.8260869565,0,0,1,0
1145,OFF-PA-10001800,"Xerox 220","Office Supplies",Paper,2023-02-22,2026-11-06,8,8,8,145.152000,25,60.912000,0.212500,5.8060800000,41.9642857143,0,0,0,0
1146,OFF-PA-10001801,"Xerox 193","Office Supplies",Paper,2024-09-21,2025-10-21,3,3,3,77.740000,13,38.092600,0.000000,5.9800000000,49.0000000000,0,0,0,0
1147,OFF-PA-10001804,"Xerox 195","Office Supplies",Paper,2023-01-23,2026-04-23,8,8,8,164.328000,27,41.683200,0.125000,6.0862222222,40.0000000000,0,0,2,0
1148,OFF-PA-10001815,"Xerox 1885","Office Supplies",Paper,2023-11-24,2026-06-16,5,5,5,960.800000,20,461.184000,0.000000,48.0400000000,48.0000000000,0,0,0,0
1149,OFF-PA-10001826,"Xerox 207","Office Supplies",Paper,2024-12-01,2026-04-15,2,2,2,40.176000,7,16.588800,0.100000,5.7394285714,41.2903225806,0,0,0,0
1150,OFF-PA-10001837,"Xerox 1976","Office Supplies",Paper,2023-08-23,2025-09-11,2,2,2,36.288000,7,12.700800,0.200000,5.1840000000,35.0000000000,0,0,0,0
1151,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers  5 1/4"X8 1/2"  300/Messages","Office Supplies",Paper,2023-10-02,2026-12-04,10,10,10,132.888000,24,60.916800,0.040000,5.5370000000,45.8407079646,0,0,0,0
1152,OFF-PA-10001846,"Xerox 1899","Office Supplies",Paper,2023-08-22,2026-11-12,5,5,5,69.360000,14,28.090800,0.120000,4.9542857143,40.5000000000,0,0,0,0
1153,OFF-PA-10001870,"Xerox 202","Office Supplies",Paper,2024-06-13,2026-11-05,8,8,8,171.072000,28,76.723200,0.050000,6.1097142857,44.8484848485,0,0,0,0
1154,OFF-PA-10001878,"Xerox 1891","Office Supplies",Paper,2023-03-05,2026-08-07,7,7,7,1320.570000,30,437.255400,0.057143,44.0190000000,43.3980582524,0,0,1,0
1155,OFF-PA-10001892,"Rediform Wirebound "Phone Memo" Message Book  11 x 5-3/4","Office Supplies",Paper,2025-03-03,2026-12-03,5,5,5,102.471500,254,43.777200,0.120000,0.4034311024,42.7213420317,0,0,0,0
1156,OFF-PA-10001934,"Xerox 1993","Office Supplies",Paper,2023-08-23,2026-10-12,8,8,8,147.744000,24,59.032800,0.075000,6.1560000000,48.4574468085,0,0,2,0
1157,OFF-PA-10001937,"Xerox 21","Office Supplies",Paper,2023-08-09,2026-12-11,7,7,7,124.416000,24,43.545600,0.200000,5.1840000000,35.0000000000,0,0,0,0
1158,OFF-PA-10001947,"Xerox 1974","Office Supplies",Paper,2023-11-12,2024-08-21,4,4,4,47.840000,10,26.910000,0.050000,5.9800000000,49.0000000000,1,0,0,0
1159,OFF-PA-10001950,"Southworth 25% Cotton Antique Laid Paper & Envelopes","Office Supplies",Paper,2024-03-26,2026-08-21,5,5,5,125.100000,19,47.121000,0.120000,6.6720000000,37.6666666667,1,1,1,0
1160,OFF-PA-10001952,"Xerox 1902","Office Supplies",Paper,2023-06-15,2024-05-07,2,2,2,82.224000,4,32.889600,0.100000,20.5560000000,40.0000000000,0,0,0,0
1161,OFF-PA-10001954,"Xerox 1964","Office Supplies",Paper,2023-12-08,2025-12-03,5,4,4,721.744000,33,314.735200,0.040000,21.8710303030,43.6075949367,0,0,0,0
1162,OFF-PA-10001970,"Xerox 1881","Office Supplies",Paper,2023-07-11,2026-08-07,12,11,11,368.400000,31,20.876000,0.033333,11.7683333333,-0.6428571429,2,1,2,1
1163,OFF-PA-10001970-1,"Xerox 1908","Office Supplies",Paper,2024-09-04,2026-12-20,7,7,7,1712.988000,32,799.394400,0.028571,53.5308750000,46.6666666667,0,0,0,0
1164,OFF-PA-10001972,"Xerox 214","Office Supplies",Paper,2023-12-01,2026-12-24,9,9,9,143.856000,111,59.616000,0.066667,1.3700571429,45.5813953488,3,1,2,0
1165,OFF-PA-10001977,"Xerox 194","Office Supplies",Paper,2023-04-06,2026-11-18,4,4,4,443.840000,9,104.302400,0.100000,49.3155555556,37.6000000000,0,0,1,0
1166,OFF-PA-10001994,"Ink Jet Note and Greeting Cards  8-1/2" x 5-1/2" Card Size","Office Supplies",Paper,2025-03-24,2026-12-23,3,3,3,121.392000,3,48.556800,0.066667,22.4800000000,40.0000000000,0,1,0,0
1167,OFF-PA-10002001,"Xerox 1984","Office Supplies",Paper,2026-09-17,2026-09-17,1,1,1,NULL,2,6.350400,0.000000,NULL,NULL,1,0,0,0
1168,OFF-PA-10002005,"Xerox 225","Office Supplies",Paper,2023-01-06,2026-12-10,9,9,9,196.992000,33,85.795200,0.066667,5.9694545455,43.5526315789,0,0,0,0
1169,OFF-PA-10002036,"Xerox 1930","Office Supplies",Paper,2024-12-12,2026-09-09,5,5,5,138.672000,24,59.356800,0.120000,5.7780000000,42.8037383178,0,0,0,0
1170,OFF-PA-10002105,"Xerox 223","Office Supplies",Paper,2023-09-29,2025-10-28,3,3,3,58.320000,9,27.993600,0.000000,6.4800000000,48.0000000000,0,0,0,0
1171,OFF-PA-10002109,"Wirebound Voice Message Log Book","Office Supplies",Paper,2023-10-20,2026-09-24,2,2,2,15.232000,4,4.950400,0.200000,3.8080000000,32.5000000000,0,0,0,0
1172,OFF-PA-10002120,"Xerox 1889","Office Supplies",Paper,2023-03-15,2025-07-28,3,3,3,131.904000,10,236.328000,0.066667,43.9680000000,36.2500000000,2,0,0,0
1173,OFF-PA-10002137,"Southworth 100% Résumé Paper  24lb.","Office Supplies",Paper,2023-03-11,2026-12-05,7,7,7,262.964000,35,113.199000,0.057143,7.5132571429,43.0473372781,0,0,0,0
1174,OFF-PA-10002160,"Xerox 1978","Office Supplies",Paper,2023-08-26,2026-11-12,8,8,8,174.556000,34,74.330800,0.100000,5.1340000000,42.5827814570,0,0,0,0
1175,OFF-PA-10002195,"RSVP Cards & Envelopes  Blank White  8-1/2" X 11"  24 Cards/25 Envelopes/Set","Office Supplies",Paper,2023-10-31,2026-10-21,6,6,6,89.408000,19,38.252400,0.100000,4.7056842105,42.7840909091,0,0,0,0
1176,OFF-PA-10002195-1,"Xerox 1966","Office Supplies",Paper,2023-03-17,2026-08-24,6,6,6,31.104000,14,32.788800,0.100000,6.2208000000,46.8750000000,3,0,0,0
1177,OFF-PA-10002222,"Xerox Color Copier Paper  11" x 17"  Ream","Office Supplies",Paper,2023-12-10,2026-12-18,6,6,6,593.840000,27,260.832800,0.033333,21.9940740741,43.9230769231,0,0,0,0
1178,OFF-PA-10002230,"Xerox 1897","Office Supplies",Paper,2023-07-20,2026-09-15,4,4,4,59.760000,14,15.537600,0.150000,4.2685714286,45.3571428571,1,1,1,0
1179,OFF-PA-10002245,"Xerox 1895","Office Supplies",Paper,2023-07-09,2026-12-11,7,7,7,155.480000,744,82.823000,0.057143,0.2106775068,42.8846153846,1,0,0,0
1180,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page  400 Sets per Book","Office Supplies",Paper,2023-09-21,2026-12-03,6,6,6,119.970000,22,47.601000,0.133333,5.4531818182,39.6774193548,0,0,0,0
1181,OFF-PA-10002250,"Things To Do Today Pad","Office Supplies",Paper,2024-05-17,2026-10-29,7,7,6,138.532000,26,59.169600,0.114286,5.3281538462,42.7118644068,0,0,0,0
1182,OFF-PA-10002254,"Xerox 1883","Office Supplies",Paper,2024-03-21,2026-05-06,7,7,7,881.092000,37,354.019600,0.057143,23.8132972973,40.1796407186,0,0,0,0
1183,OFF-PA-10002259,"Geographics Note Cards  Blank  White  8 1/2" x 11"","Office Supplies",Paper,2023-03-10,2023-11-18,3,3,3,53.712000,8,29.541600,0.133333,8.9520000000,35.0000000000,1,0,0,0
1184,OFF-PA-10002262,"Xerox 192","Office Supplies",Paper,2023-11-14,2026-09-11,6,6,6,142.560000,22,68.428800,0.000000,6.4800000000,48.0000000000,0,0,0,0
1185,OFF-PA-10002319,"Xerox 1944","Office Supplies",Paper,2023-05-24,2025-10-14,6,6,6,573.648000,16,257.366400,0.100000,35.8530000000,44.8648648649,0,0,0,0
1186,OFF-PA-10002333,"Universal Ultra Bright White Copier/Laser Paper  8 1/2" x 11"  Ream","Office Supplies",Paper,2026-05-15,2026-05-15,1,1,1,15.552000,3,5.637600,0.200000,5.1840000000,36.2500000000,0,0,0,0
1187,OFF-PA-10002365,"Xerox 1967","Office Supplies",Paper,2023-03-17,2026-04-15,5,5,5,89.424000,15,-37.584000,0.080000,5.9616000000,-50.8771929825,0,0,1,1
1188,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers  5 1/4"X8 1/2"  200/Messages","Office Supplies",Paper,2024-02-25,2026-11-25,7,7,7,172.672000,32,62.480000,0.028571,5.3960000000,41.6666666667,0,0,1,0
1189,OFF-PA-10002377-1,"Xerox 1916","Office Supplies",Paper,2023-08-01,2026-03-20,7,7,7,557.916000,20,88.092000,0.142857,42.9166153846,-3.3333333333,1,0,1,1
1190,OFF-PA-10002421,"Embossed Ink Jet Note Cards","Office Supplies",Paper,2025-04-23,2025-12-30,4,4,4,216.672000,15,108.336000,0.150000,18.0560000000,35.0000000000,1,0,0,0
1191,OFF-PA-10002464,"HP Office Recycled Paper (20Lb. and 87 Bright)","Office Supplies",Paper,2024-09-12,2026-05-28,4,4,4,106.352000,19,50.343800,0.050000,5.5974736842,47.3369565217,0,0,0,0
1192,OFF-PA-10002479,"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","Office Supplies",Paper,2023-11-10,2026-11-28,8,8,8,139.392000,188,52.272000,0.075000,0.7414468085,37.5000000000,0,0,0,0
1193,OFF-PA-10002499,"Xerox 1890","Office Supplies",Paper,2024-08-23,2026-09-02,2,2,2,244.700000,5,122.350000,0.000000,48.9400000000,50.0000000000,0,0,0,0
1194,OFF-PA-10002552,"Xerox 1958","Office Supplies",Paper,2025-12-15,2026-10-17,2,2,2,12.960000,3,15.552000,0.000000,NULL,48.0000000000,1,1,0,0
1195,OFF-PA-10002558,"Xerox 1938","Office Supplies",Paper,2026-11-17,2026-11-17,1,1,1,268.240000,7,93.884000,0.200000,38.3200000000,35.0000000000,0,0,0,0
1196,OFF-PA-10002581,"Xerox 1951","Office Supplies",Paper,2023-03-22,2026-10-05,6,6,6,755.912000,30,244.742000,0.166667,25.1970666667,32.3770491803,0,0,0,0
1197,OFF-PA-10002586,"Xerox 1970","Office Supplies",Paper,2023-11-26,2026-09-10,6,6,6,101.592000,22,-45.218400,0.066667,4.6178181818,-52.1839080460,0,0,1,1
1198,OFF-PA-10002606,"Xerox 1928","Office Supplies",Paper,2024-06-01,2026-09-29,4,4,4,50.688000,21,49.104000,0.100000,4.2240000000,31.2500000000,2,1,0,0
1199,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books  6" x 9"  Gregg Ruled","Office Supplies",Paper,2024-03-29,2026-12-17,8,8,8,106.722000,25,-51.156000,0.050000,4.2688800000,-50.0000000000,0,0,1,1
1200,OFF-PA-10002659,"Avoid Verbal Orders Carbonless Minifold Book","Office Supplies",Paper,2023-08-26,2026-10-09,5,5,5,54.756000,100,29.946800,0.040000,0.5703750000,43.3333333333,1,0,0,0
1201,OFF-PA-10002666,"Southworth 25% Cotton Linen-Finish Paper & Envelopes","Office Supplies",Paper,2025-04-23,2026-09-22,4,4,4,166.704000,415,67.044000,0.100000,0.4016963855,40.2173913043,0,0,0,0
1202,OFF-PA-10002689,"Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","Office Supplies",Paper,2023-01-21,2026-07-23,9,9,5,162.000000,26,55.726400,0.083333,6.2307692308,44.7484567901,1,1,1,0
1203,OFF-PA-10002709,"Xerox 1956","Office Supplies",Paper,2023-07-27,2026-12-04,2,2,2,65.780000,16,8.671000,0.100000,5.9800000000,NULL,1,0,1,0
1204,OFF-PA-10002713,"Adams Phone Message Book  200 Message Capacity  8 1/16” x 11”","Office Supplies",Paper,2024-12-10,2026-12-08,8,8,8,227.040000,33,104.438400,0.000000,6.8800000000,46.0000000000,0,0,0,0
1205,OFF-PA-10002741,"Xerox 1980","Office Supplies",Paper,2026-03-23,2026-09-14,2,2,2,34.240000,8,15.408000,0.000000,4.2800000000,45.0000000000,0,0,0,0
1206,OFF-PA-10002749,"Wirebound Message Books  5-1/2 x 4 Forms  2 or 4 Forms per Page","Office Supplies",Paper,2024-03-19,2026-11-12,3,3,3,72.252000,12,31.309200,0.133333,6.0210000000,43.3333333333,0,0,0,0
1207,OFF-PA-10002751,"Xerox 1920","Office Supplies",Paper,2024-02-06,2025-05-11,4,4,4,89.700000,15,40.365000,0.000000,5.9800000000,45.0000000000,0,0,0,0
1208,OFF-PA-10002764,"Easy-staple paper","Office Supplies",Paper,2025-01-31,2026-11-06,3,3,3,170.100000,15,83.349000,0.000000,11.3400000000,49.0000000000,0,0,0,0
1209,OFF-PA-10002787,"Xerox 227","Office Supplies",Paper,2024-08-16,2026-12-20,8,8,8,120.528000,22,46.396800,0.125000,5.4785454545,38.4946236559,0,0,0,0
1210,OFF-PA-10002870,"Ampad Phone Message Book  Recycled  400 Message Capacity  5 ¾” x 11”","Office Supplies",Paper,2024-06-29,2026-06-04,5,5,5,124.800000,20,56.160000,0.000000,6.2400000000,45.0000000000,0,0,0,0
1211,OFF-PA-10002893,"Wirebound Service Call Books  5 1/2" x 4"","Office Supplies",Paper,2023-01-20,2026-12-08,5,5,5,125.840000,13,60.403200,0.000000,9.6800000000,48.0000000000,0,0,0,0
1212,OFF-PA-10002923,"Xerox 1942","Office Supplies",Paper,2023-09-13,2026-11-23,6,6,6,597.068000,13,278.958000,0.066667,45.9283076923,46.7213114754,0,0,0,0
1213,OFF-PA-10002947,"Xerox 1923","Office Supplies",Paper,2023-01-13,2026-11-03,5,5,5,94.856000,16,39.278400,0.080000,5.9285000000,41.4084507042,0,0,0,0
1214,OFF-PA-10002960,"Xerox 1926","Office Supplies",Paper,2023-03-17,2023-03-17,1,1,1,34.860000,7,16.384200,0.000000,4.9800000000,47.0000000000,0,0,0,0
1215,OFF-PA-10002968,"Xerox 1973","Office Supplies",Paper,2024-04-13,2024-08-27,2,2,2,169.016000,8,70.347200,0.100000,21.1270000000,41.6216216216,0,0,0,0
1216,OFF-PA-10002986,"Xerox 1898","Office Supplies",Paper,2023-04-02,2026-12-16,11,11,11,280.560000,46,120.774400,0.072727,6.0991304348,43.0476190476,0,0,0,0
1217,OFF-PA-10003001,"Xerox 1986","Office Supplies",Paper,2023-08-29,2025-10-22,4,4,4,85.504000,13,40.347200,0.050000,6.5772307692,47.1875000000,0,0,0,0
1218,OFF-PA-10003016,"Adams "While You Were Out" Message Pads","Office Supplies",Paper,2023-05-05,2026-05-02,5,5,5,72.848000,24,31.400000,0.040000,3.0353333333,43.1034482759,0,0,0,0
