region,country,state,city,distinct_postal_codes,total_orders,distinct_customers,total_order_lines,total_sales,total_quantity,total_profit,average_complete_order_value,comparable_profit_margin_percentage,average_shipping_days,minimum_shipping_days,maximum_shipping_days,unknown_sales_lines,unknown_quantity_lines,unknown_profit_lines,orders_with_unknown_sales,orders_with_unknown_profit,complete_loss_making_orders
South,"United States",Kentucky,"Bowling Green",1,2,2,2,211.810000,5,67.116800,105.9050000000,31.6872668901,4.0000,3,5,0,0,0,0,0,0
South,"United States",Kentucky,Florence,1,4,4,10,4559.800000,38,1820.196700,1139.9500000000,42.6053895963,4.0000,2,5,0,0,1,0,1,0
South,"United States",Kentucky,Georgetown,1,3,3,8,1786.420000,35,206.765600,595.4733333333,27.2292173358,2.6667,2,4,0,0,1,0,1,0
South,"United States",Kentucky,Henderson,1,17,17,48,15035.740000,185,4174.544900,692.1573333333,24.4940802462,3.7059,0,7,3,0,1,2,1,0
South,"United States",Kentucky,Louisville,1,17,16,33,7003.360000,129,1974.696000,363.1620000000,27.0616237084,4.0588,0,7,2,1,1,2,1,0
South,"United States",Kentucky,Murray,1,2,2,2,264.620000,8,94.465800,132.3100000000,35.6986622326,3.0000,1,5,0,0,0,0,0,0
South,"United States",Kentucky,Owensboro,1,2,2,2,71.180000,5,27.642800,35.5900000000,38.8350660298,3.5000,2,5,0,0,0,0,0,0
South,"United States",Kentucky,Richmond,1,14,14,34,6756.060000,113,2265.656300,453.5400000000,33.1158408554,4.2857,2,7,1,1,1,1,1,0
South,"United States",Louisiana,"Bossier City",1,2,2,6,1417.180000,24,336.960800,708.5900000000,23.7768526228,3.0000,2,4,0,0,0,0,0,0
South,"United States",Louisiana,Kenner,1,1,1,2,89.320000,4,19.797600,89.3200000000,22.1648007165,0.0000,0,0,0,0,0,0,0,0
South,"United States",Louisiana,Lafayette,1,10,10,19,5405.750000,55,802.305300,540.5750000000,15.8059302350,3.0000,1,6,0,1,1,0,1,0
South,"United States",Louisiana,"Lake Charles",1,2,2,3,547.410000,16,241.255800,273.7050000000,44.0722310517,2.0000,2,2,0,0,0,0,0,0
South,"United States",Louisiana,Monroe,1,6,6,12,1757.370000,51,555.797800,292.8950000000,31.6266807787,4.0000,1,5,0,0,0,0,0,0
South,"United States",Mississippi,Gulfport,1,3,3,3,135.140000,20,77.576100,67.5700000000,45.8014651473,4.6667,2,7,1,0,0,1,0,0
South,"United States",Mississippi,Hattiesburg,1,3,3,9,1722.840000,33,582.069400,574.2800000000,33.7854588935,5.6667,5,6,0,1,0,0,0,0
South,"United States",Mississippi,Jackson,1,18,17,34,7426.610000,138,1614.891700,412.5894444444,21.7446681595,4.3333,2,7,0,0,0,0,0,1
South,"United States",Mississippi,Southaven,1,2,2,7,1569.630000,25,412.890200,784.8150000000,26.3049381064,2.0000,0,4,0,0,0,0,0,0
South,"United States","North Carolina",Asheville,1,6,6,7,1475.376000,28,77.507400,245.8960000000,5.2533998113,3.6667,0,6,0,0,0,0,0,2
South,"United States","North Carolina",Burlington,1,7,7,11,12681.282000,46,-5894.526900,1811.6117142857,-46.4821056735,3.0000,0,7,0,0,0,0,0,4
South,"United States","North Carolina",Cary,1,3,3,6,505.208000,19,35.269100,168.4026666667,9.3859980050,4.6667,4,5,0,0,1,0,1,0
South,"United States","North Carolina","Chapel Hill",1,1,1,1,14.016000,3,4.730400,14.0160000000,33.7500000000,4.0000,4,4,0,0,0,0,0,0
South,"United States","North Carolina",Charlotte,1,24,24,52,10061.632000,635,-4486.116100,434.9028571429,-52.0176768277,4.1250,0,7,3,1,3,3,3,4
South,"United States","North Carolina",Concord,1,5,5,8,5111.844000,44,-1794.130000,1022.3688000000,-35.2046154341,4.4000,3,6,0,0,1,0,1,1
South,"United States","North Carolina",Durham,1,5,5,9,879.960000,191,116.869900,175.9920000000,13.2812741488,4.2000,2,6,0,0,0,0,0,0
South,"United States","North Carolina",Fayetteville,1,12,12,27,3183.116000,117,126.727300,265.2596666667,3.9812341115,3.8333,0,7,0,0,0,0,0,5
South,"United States","North Carolina",Gastonia,1,1,1,4,895.060000,16,130.607200,895.0600000000,NULL,6.0000,6,6,0,0,1,0,1,0
South,"United States","North Carolina",Goldsboro,1,1,1,1,34.944000,3,3.057600,34.9440000000,8.7500000000,3.0000,3,3,0,0,0,0,0,0
South,"United States","North Carolina",Greensboro,1,8,8,13,2355.315000,603,-7041.749900,335.3815714286,-298.0159059766,4.3750,1,7,1,0,0,1,0,5
South,"United States","North Carolina",Greenville,1,5,5,9,817.840000,27,-546.504400,204.4600000000,-4.8773739412,5.0000,4,7,1,0,1,1,1,3
South,"United States","North Carolina",Hickory,1,2,2,2,40.764000,5,-1.095600,20.3820000000,-2.6876655873,3.0000,0,6,0,0,0,0,0,1
South,"United States","North Carolina",Jacksonville,1,23,23,50,5551.311000,813,-2105.347400,247.9134761905,-42.4655956891,3.6522,1,7,2,0,2,2,2,8
South,"United States","North Carolina",Monroe,1,6,6,9,1141.080000,336,140.826400,221.8192000000,10.2455513319,3.5000,0,6,1,1,0,1,0,0
South,"United States","North Carolina",Raleigh,1,13,13,22,3127.124000,64,449.569200,368.4530000000,9.8868205866,3.9231,0,7,5,3,1,5,1,1
South,"United States","North Carolina",Thomasville,1,2,2,3,151.292000,12,33.393900,75.6460000000,22.0724823520,4.5000,4,5,0,0,0,0,0,0
South,"United States","North Carolina",Wilmington,1,9,9,9,730.042000,274,172.629600,91.2552500000,23.4443497771,2.7778,0,4,1,0,0,1,0,1
South,"United States","North Carolina",Wilson,1,3,3,6,368.732000,17,-14.336000,122.9106666667,-3.8879185967,4.3333,4,5,0,1,0,0,0,2
South,"United States","South Carolina",Columbia,1,11,11,30,6108.040000,119,1388.377700,596.8980000000,22.0583667561,3.4545,0,5,1,0,0,1,0,0
South,"United States","South Carolina",Florence,1,4,4,6,1064.570000,29,82.953100,266.1425000000,7.7921696084,3.7500,2,6,0,0,0,0,0,0
South,"United States","South Carolina","Mount Pleasant",1,1,1,1,545.940000,6,87.350400,545.9400000000,16.0000000000,3.0000,3,3,0,0,0,0,0,0
South,"United States","South Carolina","North Charleston",1,2,2,2,284.250000,5,9.670200,142.1250000000,3.4020052770,4.0000,3,5,0,0,0,0,0,0
South,"United States","South Carolina","Rock Hill",1,1,1,1,11.850000,3,3.792000,11.8500000000,32.0000000000,0.0000,0,0,0,0,0,0,0,0
South,"United States","South Carolina",Summerville,1,1,1,2,406.940000,10,196.913200,406.9400000000,48.3887550990,2.0000,2,2,0,0,0,0,0,0
South,"United States",Tennessee,Bartlett,1,1,1,1,88.960000,8,10.008000,88.9600000000,11.2500000000,6.0000,6,6,0,0,0,0,0,0
South,"United States",Tennessee,Bristol,1,4,4,5,436.602000,14,-126.520400,109.1505000000,-28.9784288666,4.0000,2,5,0,0,0,0,0,2
South,"United States",Tennessee,Chattanooga,1,6,6,10,882.355000,38,27.191800,62.1297500000,-9.0964071158,4.0000,3,5,2,0,0,2,0,4
South,"United States",Tennessee,Clarksville,1,3,3,7,2148.514000,27,-1071.403200,1074.2570000000,-50.3906793253,3.6667,3,4,1,0,0,1,0,2
South,"United States",Tennessee,Columbia,1,10,10,18,5162.774000,306,207.586300,516.2774000000,9.1840747045,4.4000,0,7,0,0,1,0,1,2
South,"United States",Tennessee,Franklin,1,6,6,11,948.228000,31,-92.536000,158.0380000000,-9.7588343732,4.5000,4,5,0,0,0,0,0,3
South,"United States",Tennessee,Hendersonville,1,2,2,5,319.538000,417,-64.040100,159.7690000000,-20.0414661167,4.5000,4,5,0,0,0,0,0,2
South,"United States",Tennessee,Jackson,1,5,5,10,1424.740000,48,-43.956900,356.1850000000,-16.4511910945,4.0000,3,6,1,0,0,1,0,2
South,"United States",Tennessee,"Johnson City",1,3,3,12,765.848000,43,11.856200,255.2826666667,1.5481139861,4.0000,2,6,0,0,0,0,0,1
South,"United States",Tennessee,Knoxville,1,10,10,24,3839.246000,397,-1173.792300,426.5828888889,-32.3798117764,4.3000,3,7,1,0,1,1,1,3
South,"United States",Tennessee,Lebanon,1,3,3,3,488.896000,14,83.805700,162.9653333333,17.1418256644,5.3333,4,7,0,0,0,0,0,0
South,"United States",Tennessee,Memphis,1,14,14,30,5012.751000,116,-1337.444200,199.0427000000,1.7709968765,4.3571,2,7,4,0,2,4,2,5
South,"United States",Tennessee,Murfreesboro,1,4,4,11,332.605000,24,15.689100,17.6310000000,2.3808443461,4.0000,2,7,1,2,0,1,0,1
South,"United States",Tennessee,Nashville,1,16,16,29,5950.118600,112,-837.824400,421.0058285714,-14.4358859911,4.5625,1,7,2,1,1,2,1,4
South,"United States",Tennessee,Smyrna,1,4,4,7,848.579000,262,70.887100,212.1447500000,9.0719811617,5.2500,2,7,0,1,1,0,1,0
South,"United States",Virginia,Alexandria,1,6,6,16,5364.220000,84,220.219900,914.9920000000,31.1992322932,5.0000,4,7,1,0,1,1,1,0
South,"United States",Virginia,Arlington,1,21,21,32,13692.400000,123,1611.357500,718.1273684211,28.7787081060,3.9524,1,6,2,1,2,2,2,0
South,"United States",Virginia,Charlottesville,1,2,2,2,102.610000,7,10.395000,51.3050000000,30.0000000000,5.0000,3,7,0,0,1,0,1,0
South,"United States",Virginia,Chesapeake,1,10,10,18,5996.720000,72,1262.787000,599.6720000000,21.0579616857,4.5000,3,6,0,0,0,0,0,0
South,"United States",Virginia,Hampton,1,5,5,11,2222.020000,48,944.577100,326.2275000000,28.9615529040,4.2000,0,6,1,0,1,1,1,0
South,"United States",Virginia,Harrisonburg,1,4,4,7,4388.710000,25,889.523900,1097.1775000000,20.2684592967,2.7500,1,4,0,0,0,0,0,0
South,"United States",Virginia,"Newport News",1,5,5,12,3321.950000,359,279.366900,664.3900000000,23.0987160987,3.8000,0,5,0,0,2,0,2,0
South,"United States",Virginia,Richmond,1,13,13,27,4775.920000,113,1409.743000,369.9581818182,26.8812101613,3.9231,2,7,2,0,0,2,0,0
South,"United States",Virginia,Salem,1,6,6,13,2039.550000,46,533.025100,339.9250000000,26.1344463239,4.5000,3,6,0,1,0,0,0,0
South,"United States",Virginia,Springfield,1,25,25,50,16603.320000,198,4517.658100,715.1208695652,27.2501696799,3.2400,0,5,2,0,1,2,1,0
South,"United States",Virginia,Suffolk,1,4,4,10,1597.900000,32,389.812200,399.4750000000,24.3952813067,2.2500,1,4,0,0,0,0,0,0
South,"United States",Virginia,"Virginia Beach",1,11,11,16,2418.230000,62,2024.883700,241.8230000000,23.7928154063,4.5455,2,7,2,0,0,1,0,0
South,"United States",Virginia,Waynesboro,1,3,3,10,1861.910000,32,562.464200,379.9350000000,23.2409613081,3.0000,2,5,1,0,1,1,1,0
West,Canada,Alberta,Calgary,2,8,3,18,10971.506000,84,1940.353400,1371.4382500000,20.5714574603,4.7500,4,5,0,0,2,0,2,1
West,Canada,Alberta,Edmonton,1,2,1,8,578.744000,21,101.084400,303.0400000000,12.8497888068,5.0000,5,5,1,1,0,1,0,0
West,Canada,"British Columbia",Vancouver,5,14,5,22,2771.288000,81,15.890300,197.9491428571,3.6782327242,4.2857,2,5,0,0,1,0,1,2
West,Canada,Saskatchewan,Regina,1,2,1,2,63.968000,9,28.540000,63.9680000000,31.2500000000,5.0000,5,5,1,0,0,1,0,0
West,"United States",Arizona,Avondale,1,3,3,6,946.808000,30,76.169000,315.6026666667,8.0448200691,4.6667,3,6,0,0,0,0,0,1
West,"United States",Arizona,"Bullhead City",1,1,1,2,22.288000,3,6.723200,22.2880000000,30.1651112706,4.0000,4,4,0,0,0,0,0,0
West,"United States",Arizona,Chandler,1,6,6,7,993.936000,15,81.460500,248.4840000000,12.7393111830,4.3333,0,7,2,1,0,2,0,2
West,"United States",Arizona,Gilbert,1,5,5,15,3451.896000,55,113.393800,822.3480000000,10.4148546677,5.0000,4,7,2,1,3,1,2,0
West,"United States",Arizona,Glendale,1,13,13,23,1864.393000,67,183.620200,96.2905000000,-1.0583518547,3.8462,0,7,3,0,3,3,2,4
West,"United States",Arizona,Mesa,1,14,14,28,4037.740000,128,-557.732600,288.4100000000,-14.4537481649,4.0000,1,7,0,0,1,0,1,6
West,"United States",Arizona,Peoria,1,5,5,16,1341.352000,57,-136.451600,268.2704000000,-10.1726914337,3.2000,0,6,0,0,0,0,0,4
West,"United States",Arizona,Phoenix,1,29,28,63,10875.845000,222,-2872.628600,377.1118888889,-46.2273667674,4.2414,0,7,2,1,6,2,6,11
West,"United States",Arizona,Scottsdale,1,7,7,12,1466.307000,55,-111.865500,209.4724285714,-8.2592978982,3.2857,1,5,0,0,1,0,1,2
West,"United States",Arizona,"Sierra Vista",1,2,2,3,76.072000,9,16.828100,38.0360000000,22.1212798402,5.5000,4,7,0,0,0,0,0,0
West,"United States",Arizona,Tempe,1,6,6,13,1070.302000,41,95.449600,178.3836666667,8.9180063197,3.3333,0,5,0,0,0,0,0,3
West,"United States",Arizona,Tucson,1,13,12,32,6298.562000,145,-64.966800,392.8196363636,0.4921342573,3.3846,0,6,2,0,0,2,0,4
West,"United States",Arizona,Yuma,1,4,4,4,840.865000,22,-39.663700,210.2162500000,-16.4661657257,2.0000,0,5,0,0,1,0,1,2
West,"United States",California,Anaheim,1,9,9,27,7986.870000,349,1074.926400,887.4300000000,15.1094526393,3.8889,0,7,0,0,3,0,3,0
West,"United States",California,Antioch,1,1,1,1,NULL,NULL,9.331200,NULL,NULL,1.0000,1,1,1,1,0,1,0,0
West,"United States",California,"Apple Valley",1,3,3,7,1915.081000,27,254.668400,638.3603333333,4.5772317339,3.3333,1,7,0,0,1,0,1,0
West,"United States",California,Bakersfield,1,8,8,16,890.922000,47,150.924700,127.2745714286,16.3584558156,4.5000,2,6,1,0,1,1,1,1
West,"United States",California,Brentwood,1,6,6,16,5090.114000,303,1216.810400,848.3523333333,23.9053663631,4.3333,2,7,0,0,0,0,0,0
West,"United States",California,Burbank,1,1,1,3,3247.158000,9,195.103800,3247.1580000000,6.0084480028,6.0000,6,6,0,1,0,0,0,0
West,"United States",California,Camarillo,1,2,2,5,1467.517500,16,158.795600,733.7587500000,10.8206954943,4.5000,4,5,0,0,0,0,0,0
West,"United States",California,Chico,1,3,3,11,2042.186000,39,198.320100,648.5330000000,16.8973591167,4.6667,4,5,1,1,2,1,1,0
West,"United States",California,"Chula Vista",1,3,3,3,1041.620000,13,248.434600,347.2066666667,23.8507901154,3.0000,0,5,0,0,0,0,0,0
West,"United States",California,"Citrus Heights",1,1,1,1,129.390000,3,54.343800,129.3900000000,42.0000000000,7.0000,7,7,0,0,0,0,0,0
West,"United States",California,Coachella,1,1,1,2,163.550000,3,47.173600,163.5500000000,28.8435340874,5.0000,5,5,0,0,0,0,0,0
West,"United States",California,Concord,1,6,6,8,2602.928000,421,282.420800,433.8213333333,10.8501195577,3.8333,0,6,0,0,0,0,0,1
West,"United States",California,"Costa Mesa",1,5,5,11,1497.670000,37,270.812200,299.5340000000,21.1466441523,4.8000,3,6,0,2,1,0,1,0
West,"United States",California,Danville,1,1,1,6,1158.882000,31,282.440500,1158.8820000000,24.3718083463,2.0000,2,2,0,0,0,0,0,0
West,"United States",California,Davis,1,1,1,1,32.400000,5,15.552000,32.4000000000,48.0000000000,6.0000,6,6,0,0,0,0,0,0
West,"United States",California,Dublin,1,1,1,1,22.000000,5,NULL,22.0000000000,NULL,6.0000,6,6,0,0,1,0,1,0
West,"United States",California,"El Cajon",1,2,2,2,865.616000,2,52.687200,432.8080000000,6.0866712260,5.5000,5,6,0,1,0,0,0,0
West,"United States",California,Encinitas,1,23,23,39,7629.139000,137,1453.672200,346.7790454545,19.1980824710,4.0870,0,7,1,1,1,1,1,1
West,"United States",California,Escondido,1,3,3,3,94.548000,9,27.753000,31.5160000000,29.3533443330,4.3333,4,5,0,0,0,0,0,0
West,"United States",California,Fairfield,1,2,2,9,1470.584000,30,117.977400,735.2920000000,8.0224863048,3.5000,3,4,0,0,0,0,0,0
West,"United States",California,Fresno,1,11,10,26,7888.528500,106,941.246300,717.1389545455,11.8370361686,3.7273,1,6,0,0,1,0,1,0
West,"United States",California,Hesperia,1,3,3,4,776.467500,18,98.526900,388.2337500000,17.6103314047,4.3333,4,5,1,0,0,1,0,1
West,"United States",California,"Huntington Beach",1,5,5,6,2527.820000,19,875.287200,505.5640000000,34.7684296784,3.2000,0,6,0,0,1,0,1,0
West,"United States",California,Inglewood,1,4,4,16,3479.328000,53,1026.696000,869.8320000000,29.5084568055,2.0000,1,4,0,0,0,0,0,0
West,"United States",California,"La Mesa",1,1,1,2,82.560000,8,114.387000,NULL,NULL,5.0000,5,5,1,0,0,1,0,0
West,"United States",California,"La Quinta",1,1,1,1,46.320000,4,NULL,46.3200000000,NULL,2.0000,2,2,0,0,1,0,1,0
West,"United States",California,"Laguna Niguel",1,3,3,4,290.983000,15,41.981500,96.9943333333,14.4274751446,4.6667,4,6,0,0,0,0,0,0
West,"United States",California,"Lake Elsinore",1,1,1,1,283.920000,5,17.745000,283.9200000000,6.2500000000,6.0000,6,6,0,0,0,0,0,0
West,"United States",California,"Lake Forest",1,2,2,6,710.400000,13,327.531400,597.8600000000,28.7348877664,3.5000,3,4,1,1,0,1,0,0
West,"United States",California,Lakewood,1,5,5,8,1566.783000,35,141.138400,385.4257500000,12.4613554232,4.0000,2,5,1,0,1,1,1,0
West,"United States",California,Lancaster,1,4,4,5,477.444000,15,44.544400,119.3610000000,34.6605870086,2.7500,1,4,0,0,1,0,1,0
West,"United States",California,Lodi,1,2,2,2,136.980000,9,44.485800,68.4900000000,32.4761279019,6.5000,6,7,0,0,0,0,0,0
West,"United States",California,"Long Beach",1,11,11,27,4933.830000,114,479.850800,448.5300000000,14.3731286312,4.1818,1,7,0,0,2,0,2,2
West,"United States",California,"Los Angeles",6,384,304,747,168747.265000,4724,20149.313200,432.8392556180,10.9704380446,4.0495,0,7,30,14,24,28,22,19
West,"United States",California,Manteca,1,2,2,3,452.182000,8,172.235800,226.0910000000,38.0899283917,3.0000,0,6,0,0,0,0,0,0
West,"United States",California,"Mission Viejo",1,3,3,5,775.986000,18,104.264500,258.6620000000,15.7455709422,3.3333,2,4,0,0,1,0,1,0
West,"United States",California,Modesto,1,3,3,3,214.360000,3,-23.655100,107.1800000000,-11.0352211233,4.3333,2,6,1,1,1,1,1,1
West,"United States",California,Montebello,1,1,1,1,27.880000,2,3.903200,27.8800000000,14.0000000000,4.0000,4,4,0,0,0,0,0,0
West,"United States",California,"Moreno Valley",1,5,5,10,1236.066000,37,-4062.222700,298.5465000000,-341.2316255592,4.2000,2,6,1,1,0,1,0,1
West,"United States",California,"Morgan Hill",1,1,1,4,545.010000,16,-1342.391600,545.0100000000,-246.3058659474,4.0000,4,4,0,0,0,0,0,1
West,"United States",California,Murrieta,1,1,1,1,484.650000,3,92.083500,484.6500000000,19.0000000000,4.0000,4,4,0,0,0,0,0,0
West,"United States",California,Oakland,1,13,13,26,5929.838000,106,-4458.398100,494.1531666667,-156.7379385893,3.7692,1,5,1,1,2,1,2,2
West,"United States",California,Oceanside,1,5,5,8,499.612000,25,117.513000,99.9224000000,23.5208521813,4.0000,0,5,0,0,0,0,0,0
West,"United States",California,Ontario,1,1,1,1,283.920000,5,-46.137000,283.9200000000,-16.2500000000,5.0000,5,5,0,0,0,0,0,1
West,"United States",California,Oxnard,1,4,4,9,1558.100000,31,346.457700,389.5250000000,22.2359091201,3.5000,0,5,0,0,0,0,0,0
West,"United States",California,Pasadena,1,11,10,25,4112.688000,97,429.976900,373.8807272727,10.4548874118,3.9091,1,7,0,0,0,0,0,3
West,"United States",California,"Pico Rivera",1,1,1,1,145.900000,5,62.737000,145.9000000000,43.0000000000,3.0000,3,3,0,0,0,0,0,0
West,"United States",California,Pomona,1,5,5,7,1482.502000,34,150.299000,296.5004000000,10.1381988018,3.6000,0,7,0,0,0,0,0,1
West,"United States",California,"Rancho Cucamonga",1,4,4,4,231.852000,14,73.744200,57.9630000000,31.8065835102,4.2500,3,5,0,0,0,0,0,0
West,"United States",California,Redding,1,1,1,1,333.576000,3,25.018200,333.5760000000,7.5000000000,6.0000,6,6,0,0,0,0,0,0
West,"United States",California,Redlands,1,4,4,16,2709.671000,525,452.895600,900.3436666667,36.8082241106,2.5000,0,6,1,2,1,1,1,0
West,"United States",California,"Redondo Beach",1,3,3,8,1955.443000,33,176.428900,923.8415000000,6.7425472876,3.3333,1,5,1,1,0,1,0,0
West,"United States",California,"Redwood City",1,1,1,1,41.904000,6,14.142600,41.9040000000,33.7500000000,6.0000,6,6,0,0,0,0,0,0
West,"United States",California,Riverside,1,9,9,14,1944.246000,277,374.729600,216.0273333333,19.2737750264,3.0000,0,6,0,0,0,0,0,0
West,"United States",California,Roseville,1,7,7,14,723.256000,55,307.325800,79.7633333333,45.8518116093,4.4286,1,6,1,0,1,1,1,0
West,"United States",California,Sacramento,1,8,8,13,7311.278000,36,2069.685900,913.9097500000,28.3081275257,4.2500,2,7,0,0,0,0,0,1
West,"United States",California,Salinas,1,4,4,8,728.891000,39,270.518100,182.2227500000,37.1136562257,3.5000,2,5,0,0,0,0,0,0
West,"United States",California,"San Bernardino",1,4,4,9,969.428000,33,69.982000,85.3786666667,36.4028484867,4.5000,4,6,1,0,0,1,0,1
West,"United States",California,"San Clemente",1,1,1,2,90.058000,10,42.541900,90.0580000000,47.2383352950,4.0000,4,4,0,0,0,0,0,0
West,"United States",California,"San Diego",2,67,67,136,40322.283000,616,4972.813800,616.8498307692,12.3165336771,4.1493,0,7,2,2,4,2,4,3
West,"United States",California,"San Francisco",3,265,232,510,106950.239000,3332,12745.542000,403.3184484127,9.9373580401,3.6642,0,7,14,7,15,13,14,16
West,"United States",California,"San Gabriel",1,1,1,3,2061.010000,13,290.895300,2061.0100000000,14.1142109936,5.0000,5,5,0,0,0,0,0,0
West,"United States",California,"San Jose",1,20,17,42,5962.621000,547,1197.953500,297.7602631579,19.3646172658,4.0500,1,6,1,1,2,1,2,2
West,"United States",California,"San Luis Obispo",1,1,1,1,3.620000,2,1.194600,3.6200000000,33.0000000000,5.0000,5,5,0,0,0,0,0,0
West,"United States",California,"San Mateo",1,1,1,1,75.180000,6,35.334600,75.1800000000,47.0000000000,2.0000,2,2,0,0,0,0,0,0
West,"United States",California,"Santa Ana",1,8,7,14,3366.310000,46,836.746500,420.7887500000,24.8564897469,2.7500,0,6,0,3,0,0,0,1
West,"United States",California,"Santa Barbara",1,5,5,8,4262.274000,30,457.285800,190.1865000000,8.6134925455,4.0000,2,5,1,0,0,1,0,1
West,"United States",California,"Santa Clara",1,3,3,6,222.192000,181,66.338400,74.0640000000,30.4157074553,3.6667,2,5,0,0,1,0,1,0
West,"United States",California,"Santa Maria",1,1,1,1,115.440000,3,30.014400,115.4400000000,26.0000000000,2.0000,2,2,0,0,0,0,0,0
West,"United States",California,Stockton,1,5,5,6,1227.600000,34,339.526400,245.5200000000,27.6577386771,3.8000,2,6,0,0,0,0,0,0
West,"United States",California,Sunnyvale,1,2,2,6,636.210000,23,107.507300,318.1050000000,16.8980839660,3.0000,2,4,0,0,0,0,0,1
West,"United States",California,Temecula,1,1,1,4,808.666000,14,-94.533900,808.6660000000,-11.6901044436,2.0000,2,2,0,0,0,0,0,1
West,"United States",California,"Thousand Oaks",1,4,4,5,238.804000,20,99.914000,59.7010000000,41.8393326745,3.7500,2,5,0,0,0,0,0,0
West,"United States",California,Torrance,1,2,2,4,2017.996000,16,545.151000,2011.9000000000,24.9095879517,5.5000,4,7,1,0,0,1,0,0
West,"United States",California,Vacaville,1,1,1,1,423.280000,11,110.052800,423.2800000000,26.0000000000,3.0000,3,3,0,0,0,0,0,0
West,"United States",California,Vallejo,1,3,3,6,1221.410000,22,329.244000,407.1366666667,26.8294052435,4.6667,4,5,0,0,1,0,1,0
West,"United States",California,Visalia,1,2,2,4,318.780000,652,88.047800,159.3900000000,27.6202396637,4.5000,2,7,0,0,0,0,0,0
West,"United States",California,Westminster,1,4,4,17,2353.546000,46,351.220600,421.1106666667,18.2334730696,3.5000,1,5,1,2,1,1,1,0
West,"United States",California,Whittier,1,1,1,1,444.768000,4,44.476800,444.7680000000,10.0000000000,5.0000,5,5,0,0,0,0,0,0
West,"United States",California,Woodland,1,2,2,3,264.662000,7,33.384800,132.3310000000,12.6141266974,3.0000,2,4,0,0,0,0,0,0
West,"United States",California,Yucaipa,1,1,1,1,50.800000,5,13.208000,50.8000000000,26.0000000000,7.0000,7,7,0,0,0,0,0,0
West,"United States",Colorado,Arvada,1,1,1,4,503.400000,7,56.260800,503.4000000000,NULL,2.0000,2,2,0,1,1,0,1,0
West,"United States",Colorado,Aurora,1,15,15,34,3914.446000,351,-792.927400,267.5587142857,-15.9378727110,3.9333,1,7,1,4,2,1,2,5
West,"United States",Colorado,Broomfield,1,2,2,5,793.504000,23,-12.129000,396.7520000000,12.5000000000,4.5000,4,5,0,0,1,0,1,0
West,"United States",Colorado,"Colorado Springs",1,9,9,25,3694.009000,110,-807.507700,410.4454444444,-21.0619638316,3.6667,1,6,0,0,3,0,1,2
West,"United States",Colorado,"Commerce City",1,1,1,1,146.352000,3,-32.929200,146.3520000000,-22.5000000000,3.0000,3,3,0,0,0,0,0,1
West,"United States",Colorado,Denver,1,17,17,44,12183.305000,160,-417.047300,724.7099375000,-0.6238448967,4.2353,0,7,1,2,3,1,2,5
West,"United States",Colorado,Englewood,1,1,1,2,124.056000,243,13.754700,124.0560000000,11.0874927452,5.0000,5,5,0,0,0,0,0,0
West,"United States",Colorado,"Fort Collins",1,5,5,7,935.252000,20,-252.692600,187.0504000000,-27.0186644883,2.8000,1,6,0,0,0,0,0,2
West,"United States",Colorado,Greeley,1,1,1,2,30.352000,5,7.008000,30.3520000000,NULL,3.0000,3,3,0,0,1,0,1,0
West,"United States",Colorado,Littleton,1,1,1,1,72.294000,1,-98.801800,72.2940000000,-136.6666666667,2.0000,2,2,0,0,0,0,0,1
West,"United States",Colorado,Longmont,1,2,2,3,915.088000,10,34.825200,457.5440000000,3.8056667774,4.0000,2,6,0,0,0,0,0,1
West,"United States",Colorado,Louisville,1,12,12,24,5070.416000,87,-3426.367900,422.5346666667,-70.3735084718,3.5000,1,6,0,1,1,0,1,4
West,"United States",Colorado,Loveland,1,3,3,4,12.996000,8,4.477800,2.1060000000,-37.8632478632,3.3333,3,4,1,0,0,1,0,2
West,"United States",Colorado,Parker,1,2,2,8,1035.150000,24,-162.288500,193.6340000000,-101.8581447473,4.5000,4,5,1,0,1,1,1,1
West,"United States",Colorado,Pueblo,1,4,4,8,1674.962000,42,-966.390300,295.1293333333,6.8399616891,1.7500,0,4,1,0,1,1,1,1
West,"United States",Colorado,Thornton,1,3,3,10,765.248000,47,-2194.384000,255.0826666667,-487.8668433256,2.6667,0,5,0,0,1,0,1,1
West,"United States",Idaho,Boise,1,3,3,4,1094.470000,9,221.937300,364.8233333333,20.2780615275,3.6667,3,4,0,0,0,0,0,0
West,"United States",Idaho,Caldwell,1,1,1,3,455.632000,11,58.696600,455.6320000000,12.8824577729,4.0000,4,4,0,0,0,0,0,0
West,"United States",Idaho,Lewiston,1,1,1,1,9.584000,1,3.354400,9.5840000000,35.0000000000,5.0000,5,5,0,0,0,0,0,0
West,"United States",Idaho,Meridian,1,2,2,4,307.740000,11,95.214000,307.7400000000,28.3427568727,5.5000,5,6,1,0,0,1,0,0
West,"United States",Idaho,Pocatello,1,3,3,7,1344.942000,25,181.355900,448.3140000000,13.4842915159,2.0000,2,2,0,0,0,0,0,0
West,"United States",Idaho,"Twin Falls",1,1,1,2,1148.806000,7,266.164900,1148.8060000000,23.1688292018,5.0000,5,5,0,0,0,0,0,0
West,"United States",Montana,Billings,1,1,1,1,8.288000,2,2.693600,8.2880000000,32.5000000000,0.0000,0,0,0,0,0,0,0,0
